Training with a single process on 1 GPUs.
Model ViTAE_basic_Small created, param count: 24032136
Model ViTAE_basic_Small created, trainable param count: 24009096
Data processing configuration for current model + dataset:
	input_size: (3, 224, 224)
Train: 30 [3750/10009 ( 37%)]  Loss:  3.899120 (3.7942)  Time: 0.685s,  186.96/s  (1.500s,   85.34/s)  LR: 2.441e-04  Data: 0.018 (0.829)
Train: 30 [3800/10009 ( 38%)]  Loss:  3.771686 (3.7950)  Time: 0.689s,  185.64/s  (1.498s,   85.42/s)  LR: 2.441e-04  Data: 0.019 (0.828)
Train: 30 [3850/10009 ( 38%)]  Loss:  4.667606 (3.7944)  Time: 0.682s,  187.63/s  (1.497s,   85.52/s)  LR: 2.441e-04  Data: 0.017 (0.826)
Train: 30 [3900/10009 ( 39%)]  Loss:  4.078314 (3.7947)  Time: 0.687s,  186.36/s  (1.498s,   85.44/s)  LR: 2.441e-04  Data: 0.020 (0.828)
Train: 30 [3950/10009 ( 39%)]  Loss:  3.127636 (3.7943)  Time: 0.686s,  186.63/s  (1.499s,   85.37/s)  LR: 2.441e-04  Data: 0.017 (0.829)
Train: 30 [4000/10009 ( 40%)]  Loss:  4.294230 (3.7941)  Time: 0.647s,  197.69/s  (1.499s,   85.40/s)  LR: 2.441e-04  Data: 0.014 (0.828)
Train: 30 [4050/10009 ( 40%)]  Loss:  3.672282 (3.7945)  Time: 0.678s,  188.92/s  (1.498s,   85.47/s)  LR: 2.441e-04  Data: 0.017 (0.827)
Train: 30 [4100/10009 ( 41%)]  Loss:  2.954466 (3.7936)  Time: 0.682s,  187.75/s  (1.499s,   85.38/s)  LR: 2.441e-04  Data: 0.020 (0.829)
Train: 30 [4150/10009 ( 41%)]  Loss:  3.493633 (3.7935)  Time: 0.678s,  188.71/s  (1.500s,   85.36/s)  LR: 2.441e-04  Data: 0.018 (0.829)
Train: 30 [4200/10009 ( 42%)]  Loss:  4.094422 (3.7934)  Time: 0.657s,  194.86/s  (1.500s,   85.33/s)  LR: 2.441e-04  Data: 0.017 (0.830)
Train: 30 [4250/10009 ( 42%)]  Loss:  3.311612 (3.7923)  Time: 0.649s,  197.26/s  (1.499s,   85.40/s)  LR: 2.441e-04  Data: 0.015 (0.829)
Train: 30 [4300/10009 ( 43%)]  Loss:  3.948836 (3.7927)  Time: 0.678s,  188.78/s  (1.500s,   85.35/s)  LR: 2.441e-04  Data: 0.017 (0.829)
Train: 30 [4350/10009 ( 43%)]  Loss:  3.075393 (3.7907)  Time: 0.680s,  188.18/s  (1.499s,   85.38/s)  LR: 2.441e-04  Data: 0.020 (0.829)
Train: 30 [4400/10009 ( 44%)]  Loss:  4.367572 (3.7897)  Time: 0.690s,  185.55/s  (1.500s,   85.35/s)  LR: 2.441e-04  Data: 0.018 (0.830)
Train: 30 [4450/10009 ( 44%)]  Loss:  3.108176 (3.7876)  Time: 0.675s,  189.64/s  (1.500s,   85.34/s)  LR: 2.441e-04  Data: 0.016 (0.830)
Train: 30 [4500/10009 ( 45%)]  Loss:  4.019011 (3.7866)  Time: 0.681s,  188.08/s  (1.503s,   85.16/s)  LR: 2.441e-04  Data: 0.017 (0.833)
Train: 30 [4550/10009 ( 45%)]  Loss:  4.415451 (3.7859)  Time: 1.943s,   65.89/s  (1.504s,   85.11/s)  LR: 2.441e-04  Data: 1.284 (0.834)
Train: 30 [4600/10009 ( 46%)]  Loss:  2.800229 (3.7863)  Time: 0.675s,  189.74/s  (1.504s,   85.12/s)  LR: 2.441e-04  Data: 0.018 (0.834)
Train: 30 [4650/10009 ( 46%)]  Loss:  4.487780 (3.7882)  Time: 0.683s,  187.34/s  (1.504s,   85.13/s)  LR: 2.441e-04  Data: 0.016 (0.834)
Train: 30 [4700/10009 ( 47%)]  Loss:  3.975058 (3.7880)  Time: 0.678s,  188.81/s  (1.506s,   85.01/s)  LR: 2.441e-04  Data: 0.017 (0.836)
Train: 30 [4750/10009 ( 47%)]  Loss:  4.267928 (3.7884)  Time: 3.025s,   42.31/s  (1.506s,   85.01/s)  LR: 2.441e-04  Data: 2.368 (0.836)
Train: 30 [4800/10009 ( 48%)]  Loss:  4.123035 (3.7892)  Time: 0.688s,  185.93/s  (1.505s,   85.04/s)  LR: 2.441e-04  Data: 0.019 (0.836)
Train: 30 [4850/10009 ( 48%)]  Loss:  3.969505 (3.7881)  Time: 0.677s,  189.01/s  (1.503s,   85.17/s)  LR: 2.441e-04  Data: 0.017 (0.833)
Train: 30 [4900/10009 ( 49%)]  Loss:  3.646887 (3.7862)  Time: 0.678s,  188.67/s  (1.502s,   85.20/s)  LR: 2.441e-04  Data: 0.017 (0.833)
Train: 30 [4950/10009 ( 49%)]  Loss:  4.214827 (3.7858)  Time: 5.763s,   22.21/s  (1.502s,   85.24/s)  LR: 2.441e-04  Data: 5.097 (0.832)
Train: 30 [5000/10009 ( 50%)]  Loss:  3.414656 (3.7855)  Time: 0.685s,  186.94/s  (1.501s,   85.26/s)  LR: 2.441e-04  Data: 0.018 (0.832)
Train: 30 [5050/10009 ( 50%)]  Loss:  4.440623 (3.7859)  Time: 0.683s,  187.46/s  (1.500s,   85.34/s)  LR: 2.441e-04  Data: 0.014 (0.831)
Train: 30 [5100/10009 ( 51%)]  Loss:  4.046567 (3.7856)  Time: 0.684s,  187.00/s  (1.500s,   85.35/s)  LR: 2.441e-04  Data: 0.017 (0.830)
Train: 30 [5150/10009 ( 51%)]  Loss:  4.165057 (3.7857)  Time: 5.088s,   25.16/s  (1.498s,   85.45/s)  LR: 2.441e-04  Data: 4.432 (0.829)
Train: 30 [5200/10009 ( 52%)]  Loss:  4.253428 (3.7856)  Time: 0.676s,  189.22/s  (1.496s,   85.57/s)  LR: 2.441e-04  Data: 0.017 (0.827)
Train: 30 [5250/10009 ( 52%)]  Loss:  3.353785 (3.7845)  Time: 0.676s,  189.29/s  (1.494s,   85.68/s)  LR: 2.441e-04  Data: 0.016 (0.825)
Train: 30 [5300/10009 ( 53%)]  Loss:  4.301418 (3.7838)  Time: 0.682s,  187.67/s  (1.494s,   85.69/s)  LR: 2.441e-04  Data: 0.016 (0.825)
Train: 30 [5350/10009 ( 53%)]  Loss:  3.891906 (3.7845)  Time: 4.879s,   26.24/s  (1.494s,   85.68/s)  LR: 2.441e-04  Data: 4.215 (0.825)
Train: 30 [5400/10009 ( 54%)]  Loss:  4.138808 (3.7850)  Time: 0.682s,  187.65/s  (1.492s,   85.79/s)  LR: 2.441e-04  Data: 0.018 (0.823)
Train: 30 [5450/10009 ( 54%)]  Loss:  2.533809 (3.7847)  Time: 0.653s,  195.99/s  (1.490s,   85.92/s)  LR: 2.441e-04  Data: 0.017 (0.821)
Train: 30 [5500/10009 ( 55%)]  Loss:  3.581227 (3.7840)  Time: 0.678s,  188.74/s  (1.489s,   85.94/s)  LR: 2.441e-04  Data: 0.017 (0.820)
Train: 30 [5550/10009 ( 55%)]  Loss:  4.348376 (3.7838)  Time: 1.625s,   78.77/s  (1.488s,   86.04/s)  LR: 2.441e-04  Data: 0.962 (0.819)
Train: 30 [5600/10009 ( 56%)]  Loss:  4.502218 (3.7837)  Time: 0.683s,  187.42/s  (1.484s,   86.24/s)  LR: 2.441e-04  Data: 0.019 (0.815)
Train: 30 [5650/10009 ( 56%)]  Loss:  3.247074 (3.7829)  Time: 0.658s,  194.68/s  (1.482s,   86.37/s)  LR: 2.441e-04  Data: 0.017 (0.813)
Train: 30 [5700/10009 ( 57%)]  Loss:  4.106541 (3.7820)  Time: 0.678s,  188.84/s  (1.480s,   86.51/s)  LR: 2.441e-04  Data: 0.017 (0.811)
Train: 30 [5750/10009 ( 57%)]  Loss:  4.583485 (3.7832)  Time: 4.907s,   26.09/s  (1.478s,   86.59/s)  LR: 2.441e-04  Data: 4.249 (0.809)
Train: 30 [5800/10009 ( 58%)]  Loss:  4.126485 (3.7825)  Time: 0.682s,  187.57/s  (1.476s,   86.71/s)  LR: 2.441e-04  Data: 0.018 (0.807)
Train: 30 [5850/10009 ( 58%)]  Loss:  4.459512 (3.7821)  Time: 0.678s,  188.82/s  (1.474s,   86.82/s)  LR: 2.441e-04  Data: 0.017 (0.806)
Train: 30 [5900/10009 ( 59%)]  Loss:  3.603341 (3.7829)  Time: 0.678s,  188.80/s  (1.475s,   86.81/s)  LR: 2.441e-04  Data: 0.016 (0.806)
Train: 30 [5950/10009 ( 59%)]  Loss:  3.883500 (3.7826)  Time: 5.939s,   21.55/s  (1.474s,   86.83/s)  LR: 2.441e-04  Data: 5.275 (0.805)
Train: 30 [6000/10009 ( 60%)]  Loss:  2.663162 (3.7818)  Time: 0.678s,  188.70/s  (1.474s,   86.82/s)  LR: 2.441e-04  Data: 0.018 (0.806)
Train: 30 [6050/10009 ( 60%)]  Loss:  3.774463 (3.7821)  Time: 0.673s,  190.26/s  (1.475s,   86.76/s)  LR: 2.441e-04  Data: 0.017 (0.807)
Train: 30 [6100/10009 ( 61%)]  Loss:  3.976917 (3.7825)  Time: 0.678s,  188.77/s  (1.474s,   86.84/s)  LR: 2.441e-04  Data: 0.017 (0.805)
Train: 30 [6150/10009 ( 61%)]  Loss:  2.705279 (3.7823)  Time: 5.700s,   22.46/s  (1.474s,   86.86/s)  LR: 2.441e-04  Data: 5.041 (0.805)
Train: 30 [6200/10009 ( 62%)]  Loss:  4.652098 (3.7828)  Time: 0.685s,  186.93/s  (1.473s,   86.92/s)  LR: 2.441e-04  Data: 0.017 (0.804)
Train: 30 [6250/10009 ( 62%)]  Loss:  4.122938 (3.7824)  Time: 0.672s,  190.48/s  (1.473s,   86.90/s)  LR: 2.441e-04  Data: 0.013 (0.804)
Train: 30 [6300/10009 ( 63%)]  Loss:  3.034972 (3.7831)  Time: 0.679s,  188.49/s  (1.472s,   86.96/s)  LR: 2.441e-04  Data: 0.017 (0.803)
Train: 30 [6350/10009 ( 63%)]  Loss:  3.324586 (3.7832)  Time: 4.967s,   25.77/s  (1.471s,   86.99/s)  LR: 2.441e-04  Data: 4.303 (0.803)
Train: 30 [6400/10009 ( 64%)]  Loss:  4.243933 (3.7824)  Time: 0.679s,  188.38/s  (1.470s,   87.05/s)  LR: 2.441e-04  Data: 0.018 (0.802)
Train: 30 [6450/10009 ( 64%)]  Loss:  3.612371 (3.7828)  Time: 0.678s,  188.66/s  (1.471s,   87.03/s)  LR: 2.441e-04  Data: 0.017 (0.802)
Train: 30 [6500/10009 ( 65%)]  Loss:  4.895182 (3.7827)  Time: 0.679s,  188.44/s  (1.470s,   87.05/s)  LR: 2.441e-04  Data: 0.017 (0.802)
Train: 30 [6550/10009 ( 65%)]  Loss:  3.421704 (3.7830)  Time: 5.136s,   24.92/s  (1.470s,   87.09/s)  LR: 2.441e-04  Data: 4.474 (0.801)
Train: 30 [6600/10009 ( 66%)]  Loss:  4.417001 (3.7826)  Time: 0.676s,  189.30/s  (1.468s,   87.19/s)  LR: 2.441e-04  Data: 0.018 (0.800)
Train: 30 [6650/10009 ( 66%)]  Loss:  2.718510 (3.7837)  Time: 0.658s,  194.39/s  (1.468s,   87.17/s)  LR: 2.441e-04  Data: 0.014 (0.800)
Train: 30 [6700/10009 ( 67%)]  Loss:  3.887219 (3.7833)  Time: 0.655s,  195.48/s  (1.467s,   87.23/s)  LR: 2.441e-04  Data: 0.015 (0.799)
Train: 30 [6750/10009 ( 67%)]  Loss:  3.904584 (3.7839)  Time: 6.123s,   20.91/s  (1.468s,   87.21/s)  LR: 2.441e-04  Data: 5.457 (0.799)
Train: 30 [6800/10009 ( 68%)]  Loss:  3.619239 (3.7841)  Time: 0.681s,  187.99/s  (1.466s,   87.30/s)  LR: 2.441e-04  Data: 0.018 (0.798)
Train: 30 [6850/10009 ( 68%)]  Loss:  2.850239 (3.7841)  Time: 0.679s,  188.60/s  (1.465s,   87.34/s)  LR: 2.441e-04  Data: 0.017 (0.797)
Train: 30 [6900/10009 ( 69%)]  Loss:  3.234880 (3.7841)  Time: 0.684s,  187.15/s  (1.464s,   87.41/s)  LR: 2.441e-04  Data: 0.020 (0.796)
Train: 30 [6950/10009 ( 69%)]  Loss:  4.238686 (3.7836)  Time: 5.703s,   22.44/s  (1.465s,   87.37/s)  LR: 2.441e-04  Data: 5.040 (0.796)
Train: 30 [7000/10009 ( 70%)]  Loss:  3.686564 (3.7837)  Time: 0.681s,  188.09/s  (1.464s,   87.45/s)  LR: 2.441e-04  Data: 0.017 (0.795)
Train: 30 [7050/10009 ( 70%)]  Loss:  3.364808 (3.7839)  Time: 0.678s,  188.85/s  (1.462s,   87.57/s)  LR: 2.441e-04  Data: 0.018 (0.793)
Train: 30 [7100/10009 ( 71%)]  Loss:  4.166506 (3.7840)  Time: 0.671s,  190.77/s  (1.460s,   87.64/s)  LR: 2.441e-04  Data: 0.015 (0.792)
Train: 30 [7150/10009 ( 71%)]  Loss:  3.757552 (3.7838)  Time: 5.245s,   24.40/s  (1.459s,   87.72/s)  LR: 2.441e-04  Data: 4.586 (0.791)
Train: 30 [7200/10009 ( 72%)]  Loss:  4.008316 (3.7843)  Time: 0.680s,  188.15/s  (1.457s,   87.82/s)  LR: 2.441e-04  Data: 0.017 (0.789)
Train: 30 [7250/10009 ( 72%)]  Loss:  4.561947 (3.7846)  Time: 0.683s,  187.46/s  (1.456s,   87.90/s)  LR: 2.441e-04  Data: 0.017 (0.787)
Train: 30 [7300/10009 ( 73%)]  Loss:  3.932525 (3.7849)  Time: 0.680s,  188.29/s  (1.456s,   87.94/s)  LR: 2.441e-04  Data: 0.020 (0.787)
Train: 30 [7350/10009 ( 73%)]  Loss:  2.516765 (3.7853)  Time: 4.788s,   26.73/s  (1.455s,   87.95/s)  LR: 2.441e-04  Data: 4.129 (0.786)
Train: 30 [7400/10009 ( 74%)]  Loss:  3.378629 (3.7849)  Time: 0.684s,  187.12/s  (1.455s,   87.98/s)  LR: 2.441e-04  Data: 0.019 (0.786)
Train: 30 [7450/10009 ( 74%)]  Loss:  4.716419 (3.7848)  Time: 0.672s,  190.48/s  (1.455s,   87.98/s)  LR: 2.441e-04  Data: 0.019 (0.786)
Train: 30 [7500/10009 ( 75%)]  Loss:  3.439404 (3.7839)  Time: 0.681s,  187.88/s  (1.454s,   88.06/s)  LR: 2.441e-04  Data: 0.014 (0.785)
Train: 30 [7550/10009 ( 75%)]  Loss:  3.507215 (3.7845)  Time: 0.676s,  189.22/s  (1.454s,   88.05/s)  LR: 2.441e-04  Data: 0.027 (0.785)
Train: 30 [7600/10009 ( 76%)]  Loss:  3.742789 (3.7840)  Time: 0.689s,  185.89/s  (1.455s,   88.00/s)  LR: 2.441e-04  Data: 0.025 (0.785)
Train: 30 [7650/10009 ( 76%)]  Loss:  2.559529 (3.7836)  Time: 0.690s,  185.62/s  (1.454s,   88.06/s)  LR: 2.441e-04  Data: 0.021 (0.784)
Train: 30 [7700/10009 ( 77%)]  Loss:  4.142839 (3.7838)  Time: 0.684s,  187.15/s  (1.453s,   88.07/s)  LR: 2.441e-04  Data: 0.020 (0.784)
Train: 30 [7750/10009 ( 77%)]  Loss:  4.117078 (3.7833)  Time: 0.693s,  184.81/s  (1.452s,   88.13/s)  LR: 2.441e-04  Data: 0.020 (0.783)
Train: 30 [7800/10009 ( 78%)]  Loss:  2.972320 (3.7826)  Time: 0.679s,  188.48/s  (1.452s,   88.14/s)  LR: 2.441e-04  Data: 0.019 (0.783)
Train: 30 [7850/10009 ( 78%)]  Loss:  2.910947 (3.7833)  Time: 0.685s,  186.93/s  (1.452s,   88.18/s)  LR: 2.441e-04  Data: 0.019 (0.782)
Train: 30 [7900/10009 ( 79%)]  Loss:  4.095158 (3.7840)  Time: 0.660s,  193.82/s  (1.452s,   88.14/s)  LR: 2.441e-04  Data: 0.016 (0.783)
Train: 30 [7950/10009 ( 79%)]  Loss:  4.135494 (3.7836)  Time: 0.682s,  187.73/s  (1.451s,   88.21/s)  LR: 2.441e-04  Data: 0.017 (0.782)
Train: 30 [8000/10009 ( 80%)]  Loss:  4.309620 (3.7840)  Time: 0.681s,  188.00/s  (1.451s,   88.23/s)  LR: 2.441e-04  Data: 0.019 (0.781)
Train: 30 [8050/10009 ( 80%)]  Loss:  3.955755 (3.7830)  Time: 0.688s,  185.95/s  (1.449s,   88.32/s)  LR: 2.441e-04  Data: 0.020 (0.780)
Train: 30 [8100/10009 ( 81%)]  Loss:  4.836802 (3.7831)  Time: 0.690s,  185.41/s  (1.448s,   88.40/s)  LR: 2.441e-04  Data: 0.019 (0.779)
Train: 30 [8150/10009 ( 81%)]  Loss:  3.670051 (3.7826)  Time: 0.682s,  187.60/s  (1.447s,   88.45/s)  LR: 2.441e-04  Data: 0.021 (0.778)
Train: 30 [8200/10009 ( 82%)]  Loss:  2.779708 (3.7824)  Time: 0.683s,  187.44/s  (1.449s,   88.37/s)  LR: 2.441e-04  Data: 0.018 (0.779)
Train: 30 [8250/10009 ( 82%)]  Loss:  3.777835 (3.7828)  Time: 0.690s,  185.38/s  (1.448s,   88.41/s)  LR: 2.441e-04  Data: 0.018 (0.778)
Train: 30 [8300/10009 ( 83%)]  Loss:  3.327456 (3.7831)  Time: 0.715s,  179.14/s  (1.447s,   88.49/s)  LR: 2.441e-04  Data: 0.024 (0.777)
Train: 30 [8350/10009 ( 83%)]  Loss:  2.813908 (3.7831)  Time: 0.682s,  187.60/s  (1.446s,   88.52/s)  LR: 2.441e-04  Data: 0.019 (0.777)
Train: 30 [8400/10009 ( 84%)]  Loss:  3.410958 (3.7835)  Time: 0.685s,  186.77/s  (1.445s,   88.60/s)  LR: 2.441e-04  Data: 0.018 (0.775)
Train: 30 [8450/10009 ( 84%)]  Loss:  3.226985 (3.7834)  Time: 0.680s,  188.20/s  (1.443s,   88.69/s)  LR: 2.441e-04  Data: 0.018 (0.774)
Train: 30 [8500/10009 ( 85%)]  Loss:  3.860266 (3.7832)  Time: 0.683s,  187.43/s  (1.441s,   88.81/s)  LR: 2.441e-04  Data: 0.019 (0.772)
Train: 30 [8550/10009 ( 85%)]  Loss:  4.265444 (3.7829)  Time: 0.656s,  195.27/s  (1.440s,   88.89/s)  LR: 2.441e-04  Data: 0.015 (0.771)
Train: 30 [8600/10009 ( 86%)]  Loss:  3.827979 (3.7830)  Time: 0.684s,  187.27/s  (1.440s,   88.90/s)  LR: 2.441e-04  Data: 0.017 (0.771)
Train: 30 [8650/10009 ( 86%)]  Loss:  3.937464 (3.7823)  Time: 0.679s,  188.46/s  (1.440s,   88.92/s)  LR: 2.441e-04  Data: 0.019 (0.770)
Train: 30 [8700/10009 ( 87%)]  Loss:  3.953858 (3.7822)  Time: 0.683s,  187.52/s  (1.440s,   88.91/s)  LR: 2.441e-04  Data: 0.019 (0.770)
Train: 30 [8750/10009 ( 87%)]  Loss:  2.969494 (3.7822)  Time: 0.700s,  182.73/s  (1.439s,   88.94/s)  LR: 2.441e-04  Data: 0.019 (0.770)
Train: 30 [8800/10009 ( 88%)]  Loss:  4.193240 (3.7815)  Time: 0.746s,  171.59/s  (1.440s,   88.92/s)  LR: 2.441e-04  Data: 0.025 (0.770)
Train: 30 [8850/10009 ( 88%)]  Loss:  2.685434 (3.7817)  Time: 0.700s,  182.84/s  (1.439s,   88.93/s)  LR: 2.441e-04  Data: 0.029 (0.770)
Train: 30 [8900/10009 ( 89%)]  Loss:  4.462214 (3.7815)  Time: 0.660s,  193.80/s  (1.440s,   88.90/s)  LR: 2.441e-04  Data: 0.016 (0.771)
Train: 30 [8950/10009 ( 89%)]  Loss:  4.009830 (3.7812)  Time: 0.706s,  181.19/s  (1.439s,   88.92/s)  LR: 2.441e-04  Data: 0.018 (0.770)
Train: 30 [9000/10009 ( 90%)]  Loss:  3.814903 (3.7813)  Time: 0.682s,  187.67/s  (1.441s,   88.83/s)  LR: 2.441e-04  Data: 0.017 (0.772)
Train: 30 [9050/10009 ( 90%)]  Loss:  3.773140 (3.7812)  Time: 0.682s,  187.71/s  (1.440s,   88.86/s)  LR: 2.441e-04  Data: 0.019 (0.771)
Train: 30 [9100/10009 ( 91%)]  Loss:  4.200819 (3.7811)  Time: 0.656s,  195.23/s  (1.440s,   88.86/s)  LR: 2.441e-04  Data: 0.016 (0.771)
Train: 30 [9150/10009 ( 91%)]  Loss:  4.497125 (3.7814)  Time: 0.687s,  186.36/s  (1.441s,   88.82/s)  LR: 2.441e-04  Data: 0.020 (0.772)
Train: 30 [9200/10009 ( 92%)]  Loss:  3.638905 (3.7811)  Time: 0.676s,  189.37/s  (1.441s,   88.81/s)  LR: 2.441e-04  Data: 0.018 (0.772)
Train: 30 [9250/10009 ( 92%)]  Loss:  3.229380 (3.7809)  Time: 4.023s,   31.82/s  (1.441s,   88.86/s)  LR: 2.441e-04  Data: 3.361 (0.771)
Train: 30 [9300/10009 ( 93%)]  Loss:  3.094512 (3.7802)  Time: 0.739s,  173.13/s  (1.440s,   88.91/s)  LR: 2.441e-04  Data: 0.020 (0.770)
Train: 30 [9350/10009 ( 93%)]  Loss:  2.699170 (3.7796)  Time: 0.681s,  187.95/s  (1.439s,   88.97/s)  LR: 2.441e-04  Data: 0.017 (0.769)
Train: 30 [9400/10009 ( 94%)]  Loss:  4.109216 (3.7796)  Time: 0.685s,  186.96/s  (1.438s,   89.01/s)  LR: 2.441e-04  Data: 0.016 (0.769)
Train: 30 [9450/10009 ( 94%)]  Loss:  3.789894 (3.7797)  Time: 6.342s,   20.18/s  (1.439s,   88.95/s)  LR: 2.441e-04  Data: 5.679 (0.770)
Train: 30 [9500/10009 ( 95%)]  Loss:  3.718209 (3.7793)  Time: 0.684s,  187.04/s  (1.439s,   88.98/s)  LR: 2.441e-04  Data: 0.019 (0.769)
Train: 30 [9550/10009 ( 95%)]  Loss:  3.147760 (3.7793)  Time: 0.683s,  187.43/s  (1.438s,   89.02/s)  LR: 2.441e-04  Data: 0.017 (0.769)
Train: 30 [9600/10009 ( 96%)]  Loss:  3.180007 (3.7800)  Time: 0.684s,  187.15/s  (1.437s,   89.06/s)  LR: 2.441e-04  Data: 0.018 (0.768)
Train: 30 [9650/10009 ( 96%)]  Loss:  4.487024 (3.7802)  Time: 3.403s,   37.61/s  (1.437s,   89.08/s)  LR: 2.441e-04  Data: 2.687 (0.768)
Train: 30 [9700/10009 ( 97%)]  Loss:  3.866224 (3.7812)  Time: 0.703s,  182.13/s  (1.436s,   89.16/s)  LR: 2.441e-04  Data: 0.019 (0.766)
Train: 30 [9750/10009 ( 97%)]  Loss:  4.370142 (3.7811)  Time: 0.686s,  186.56/s  (1.436s,   89.14/s)  LR: 2.441e-04  Data: 0.018 (0.767)
Train: 30 [9800/10009 ( 98%)]  Loss:  4.427672 (3.7815)  Time: 0.725s,  176.44/s  (1.436s,   89.16/s)  LR: 2.441e-04  Data: 0.019 (0.766)
Train: 30 [9850/10009 ( 98%)]  Loss:  4.113706 (3.7818)  Time: 5.514s,   23.21/s  (1.435s,   89.18/s)  LR: 2.441e-04  Data: 4.850 (0.766)
Train: 30 [9900/10009 ( 99%)]  Loss:  3.545074 (3.7813)  Time: 0.676s,  189.37/s  (1.434s,   89.24/s)  LR: 2.441e-04  Data: 0.017 (0.765)
Train: 30 [9950/10009 ( 99%)]  Loss:  4.287078 (3.7811)  Time: 0.659s,  194.28/s  (1.435s,   89.20/s)  LR: 2.441e-04  Data: 0.017 (0.766)
Train: 30 [10000/10009 (100%)]  Loss:  3.646958 (3.7811)  Time: 0.682s,  187.79/s  (1.435s,   89.23/s)  LR: 2.441e-04  Data: 0.020 (0.765)
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
Train: 30 [10008/10009 (100%)]  Loss:  3.552836 (3.7811)  Time: 1.240s,  103.26/s  (1.434s,   89.24/s)  LR: 2.441e-04  Data: 0.571 (0.765)
Test: [   0/390]  Time: 12.770 (12.770)  Loss:  1.0280 (1.0280)  Acc@1: 82.0312 (82.0312)  Acc@5: 94.5312 (94.5312)
Test: [  50/390]  Time: 0.226 (1.624)  Loss:  0.7255 (1.1278)  Acc@1: 89.8438 (77.8186)  Acc@5: 96.0938 (93.5509)
Test: [ 100/390]  Time: 0.222 (1.522)  Loss:  0.9216 (1.1401)  Acc@1: 81.2500 (76.3846)  Acc@5: 95.3125 (93.9821)
Test: [ 150/390]  Time: 0.224 (1.468)  Loss:  1.0502 (1.1137)  Acc@1: 75.7812 (77.0488)  Acc@5: 96.8750 (94.4071)
Test: [ 200/390]  Time: 0.225 (1.486)  Loss:  1.2126 (1.2207)  Acc@1: 72.6562 (74.5336)  Acc@5: 92.9688 (92.8794)
Test: [ 250/390]  Time: 0.225 (1.466)  Loss:  1.1174 (1.2849)  Acc@1: 79.6875 (73.0360)  Acc@5: 89.8438 (91.9696)
Test: [ 300/390]  Time: 0.268 (1.443)  Loss:  1.4546 (1.3443)  Acc@1: 78.1250 (71.6803)  Acc@5: 87.5000 (91.0818)
Test: [ 350/390]  Time: 0.230 (1.424)  Loss:  1.5415 (1.3868)  Acc@1: 70.3125 (70.8111)  Acc@5: 86.7188 (90.3891)
Test: [ 390/390]  Time: 0.492 (1.415)  Loss:  2.2072 (1.3806)  Acc@1: 42.5000 (70.8380)  Acc@5: 81.2500 (90.4740)
Test (EMA): [   0/390]  Time: 13.241 (13.241)  Loss:  6.9458 (6.9458)  Acc@1:  0.0000 ( 0.0000)  Acc@5:  1.5625 ( 1.5625)
Test (EMA): [  50/390]  Time: 0.225 (1.713)  Loss:  7.0564 (6.9446)  Acc@1:  0.0000 ( 0.0000)  Acc@5:  0.0000 ( 0.2757)
Test (EMA): [ 100/390]  Time: 0.223 (1.660)  Loss:  6.7515 (6.9446)  Acc@1:  0.0000 ( 0.1160)  Acc@5:  0.0000 ( 0.7194)
Test (EMA): [ 150/390]  Time: 0.227 (1.577)  Loss:  7.0023 (6.9393)  Acc@1:  0.0000 ( 0.0776)  Acc@5:  0.0000 ( 0.5639)
Test (EMA): [ 200/390]  Time: 0.226 (1.605)  Loss:  6.7245 (6.9381)  Acc@1:  1.5625 ( 0.0700)  Acc@5:  7.0312 ( 0.5286)
Test (EMA): [ 250/390]  Time: 0.224 (1.557)  Loss:  6.9717 (6.9377)  Acc@1:  0.0000 ( 0.0872)  Acc@5:  0.0000 ( 0.5852)
Test (EMA): [ 300/390]  Time: 0.224 (1.518)  Loss:  6.7808 (6.9495)  Acc@1:  0.0000 ( 0.0753)  Acc@5:  0.0000 ( 0.5217)
